alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target,target_name,PC1,PC2,PC3,PC4,PC5
12.67,0.98,2.24,18.0,99.0,2.2,1.94,0.3,1.46,2.62,1.23,3.16,450.0,1,class_1,0.78790461498971,-2.0266265224624753,-0.25472340396954984,-0.8094180804315669,0.2588525423484407
12.16,1.61,2.31,22.8,90.0,1.78,1.69,0.43,1.56,2.45,1.33,2.26,495.0,1,class_1,-0.8068321559655378,-2.2338303908439103,0.7728557971982642,-1.0137157469318296,-0.29186229873771863
11.65,1.67,2.62,26.0,88.0,1.92,1.61,0.4,1.34,2.6,1.36,3.21,562.0,1,class_1,-0.5580426248756813,-2.372985428849455,2.307611404012002,-1.0353203058236926,-0.47693950799759294
11.64,2.06,2.46,21.6,84.0,1.95,1.69,0.48,1.35,2.8,1.0,2.75,680.0,1,class_1,-1.1151110419194454,-1.8022471916654534,0.9592533076886531,-0.33128379115301826,-0.7315100618693968
12.08,1.33,2.3,23.6,70.0,2.2,1.59,0.42,1.38,1.74,1.07,3.21,625.0,1,class_1,-0.5557228299517009,-2.6575400353922913,0.8491268977432228,-0.003197641327026411,-1.3462570019392697
12.08,1.83,2.32,18.5,81.0,1.6,1.5,0.52,1.64,2.4,1.08,2.27,480.0,1,class_1,-1.34928528244373,-2.118001469784817,-0.04765232084869289,-0.46625056695413025,-0.8905459729866049
12.0,1.51,2.42,22.0,86.0,1.45,1.25,0.5,1.63,3.6,1.05,2.65,450.0,1,class_1,-1.5644826057199048,-1.8522145217655497,0.7810670309346313,-0.6050793910273216,-0.5164653651812157
12.69,1.53,2.26,20.7,80.0,1.38,1.46,0.58,1.62,3.05,0.96,2.06,495.0,1,class_1,-1.9325556106314632,-1.55949545689862,-0.0892746761086791,-0.5225693568575643,-1.1736975707899502
12.29,2.83,2.22,18.0,88.0,2.45,2.25,0.25,1.99,2.15,1.15,3.3,290.0,1,class_1,0.7466659419884504,-2.3129317092207375,0.11467976874541423,1.2485387039903952,0.26293687450295145
11.62,1.99,2.28,18.0,98.0,3.02,2.26,0.17,1.35,3.25,1.16,2.96,345.0,1,class_1,0.9574553638036413,-2.223528434667459,0.14244477369872474,0.3140429470385515,0.9441427116782007
12.47,1.52,2.2,19.0,162.0,2.5,2.27,0.32,3.28,2.6,1.16,2.63,937.0,1,class_1,2.5438651841995528,0.16927402279974207,0.7886969907454818,-1.0328370427002713,3.73107920523574
11.81,2.12,2.74,21.5,134.0,1.6,0.99,0.14,1.56,2.5,0.95,2.26,625.0,1,class_1,-0.543952588776228,-0.3689265458773166,1.308895931856862,-1.2779985588465053,3.346790715256252
12.29,1.41,1.98,16.0,85.0,2.55,2.5,0.29,1.77,2.9,1.23,2.74,428.0,1,class_1,1.0310497503881486,-2.5655693487335207,-1.08639017381774,0.2638609847843395,-0.1898440149799334
12.37,1.07,2.1,18.5,88.0,3.52,3.75,0.24,1.95,4.5,1.04,2.77,660.0,1,class_1,2.251909422148124,-1.432741380354253,-0.23020824379781582,0.9211710965438448,-0.23992293182092334
12.29,3.17,2.21,18.0,88.0,2.85,2.99,0.45,2.81,2.3,1.42,2.83,406.0,1,class_1,1.4102160153374594,-2.1661917693703825,0.748896410770878,1.1956111880598215,-0.7098572124767315
12.08,2.08,1.7,17.5,97.0,2.23,2.17,0.26,1.4,3.3,1.27,2.96,710.0,1,class_1,0.7977197926930408,-2.3769488030818593,-1.5681125312755275,-0.03481636022109326,0.6170913970699845
12.6,1.34,1.9,18.5,88.0,1.45,1.36,0.29,1.35,2.45,1.04,2.77,562.0,1,class_1,-0.5495317266494643,-2.293128643245624,-1.4989353232010778,-0.3070386710514759,0.3260109342532321
12.34,2.45,2.46,21.0,98.0,2.56,2.11,0.34,1.31,2.8,0.8,3.38,438.0,1,class_1,-0.1611737399485444,-1.1644833215600152,1.0037131028373547,0.6616862238806812,0.30118514173661576
11.82,1.72,1.88,19.5,86.0,2.5,1.64,0.37,1.42,2.06,0.94,2.44,415.0,1,class_1,-0.6597949416843597,-2.679961185989632,-0.7649208684795157,0.4699547735549658,0.14447038463771777
12.51,1.73,1.98,20.5,85.0,2.2,1.92,0.32,1.48,2.94,1.04,3.57,672.0,1,class_1,0.3923544081850827,-2.0987317087655346,-0.4718500076097401,0.43705657473857573,-0.30381045458023165
12.42,2.55,2.27,22.0,90.0,1.68,1.84,0.66,1.42,2.7,0.86,3.3,315.0,1,class_1,-1.7724990779600336,-1.7172884693761414,0.9470331744608642,0.2595125860680565,-1.0048254910501582
12.25,1.73,2.12,19.0,80.0,1.65,2.03,0.37,1.63,3.4,1.0,3.17,510.0,1,class_1,-0.36626735735206417,-2.1693532978292804,-0.48132423474229213,0.39840046167274923,-0.46905131372183984
12.72,1.75,2.28,22.5,84.0,1.38,1.76,0.48,1.63,3.3,0.88,2.42,488.0,1,class_1,-1.620672572787479,-1.355583388025956,0.2871590006956159,-0.02602454598817339,-0.5693525482637508
12.22,1.29,1.94,19.0,92.0,2.36,2.04,0.39,2.08,2.7,0.86,3.02,312.0,1,class_1,0.08253578349332812,-2.3062345877483224,-0.46357498937395464,0.8903510234579507,0.3405765516376241
11.61,1.35,2.7,20.0,94.0,2.74,2.92,0.29,2.49,2.65,0.96,3.26,680.0,1,class_1,1.5782750709323823,-1.4620342902048158,1.779645954733284,0.6135844239909841,0.28798173626008194
11.46,3.74,1.82,19.5,107.0,3.18,2.58,0.24,3.58,2.9,0.75,2.81,562.0,1,class_1,1.4205692478240164,-1.4182066376337483,0.1392758294881913,3.4305394609748343,2.196884336813243
12.52,2.43,2.17,21.0,88.0,2.55,2.27,0.26,1.22,2.0,0.9,2.78,325.0,1,class_1,-0.2787027536488541,-1.9305680886704657,0.0786705530472321,0.928520740796541,0.2614957781883515
11.76,2.68,2.92,20.0,103.0,1.75,2.03,0.6,1.05,3.8,1.23,2.5,607.0,1,class_1,-1.3031449662482797,-0.7631723136577929,1.9995965104868547,-1.725835880171113,-0.7349062729166874
11.41,0.74,2.5,21.0,88.0,2.48,2.01,0.42,1.44,3.08,1.1,2.31,434.0,1,class_1,-0.45707186565262337,-2.2694156075896736,1.0613389675926648,-0.8374320543803787,-0.32345084126727364
12.08,1.39,2.5,22.5,84.0,2.56,2.29,0.43,1.04,2.9,0.93,3.19,385.0,1,class_1,-0.49418584704437407,-1.9390450494868314,1.3239380723766911,-0.06159724830111113,-0.8489075288858683
11.03,1.51,2.2,21.5,85.0,2.46,2.17,0.52,2.01,1.9,1.71,2.87,407.0,1,class_1,0.48207440977309424,-3.871783848407238,1.3442712233930711,-0.8999104922079518,-0.9323577261763438
11.82,1.47,1.99,20.8,86.0,1.98,1.6,0.3,1.53,1.95,0.95,3.33,495.0,1,class_1,-0.25288887765319923,-2.8214923747015903,-0.30263978453064144,0.45796710142113106,0.37108725024717426
12.42,1.61,2.19,22.5,108.0,2.0,2.09,0.34,1.61,2.06,1.06,2.96,345.0,1,class_1,-0.10722763772912304,-1.9289220425669564,0.690148242507512,-0.2737224840847017,1.0710969307184237
12.77,3.43,1.98,16.0,80.0,1.63,1.25,0.43,0.83,3.4,0.7,2.12,372.0,1,class_1,-2.433012602550218,-1.2571410404943912,-1.9030274044113515,0.8697319052756078,-0.46814263413451457
12.0,3.43,2.0,19.0,87.0,2.0,1.64,0.37,1.87,1.28,0.93,3.05,564.0,1,class_1,-0.5510895391746504,-2.22216155077662,-0.35622883021253726,1.3633198872949552,0.21671559781467933
11.45,2.4,2.42,20.0,96.0,2.9,2.79,0.32,1.83,3.25,0.8,3.39,625.0,1,class_1,0.7396219285682225,-1.4089566673657121,1.125345492004235,1.205111467592601,0.4299212328758449
11.56,2.05,3.23,28.5,119.0,3.18,5.08,0.47,1.87,6.0,0.93,3.69,465.0,1,class_1,1.3363217334183308,0.253336931168303,5.345388179195743,0.23903751260620404,0.23650254840122462
12.42,4.43,2.73,26.5,102.0,2.2,2.13,0.43,1.71,2.08,0.92,3.12,365.0,1,class_1,-1.177086996247772,-0.6639668398015719,3.0102218879464275,1.166136956482276,0.33272868633415364
13.05,5.8,2.13,21.5,86.0,2.62,2.65,0.3,2.01,2.6,0.73,3.1,380.0,1,class_1,-0.46233500801967914,-0.6182881794850416,0.48344236634417787,3.576724357081911,0.12882144758823555
11.87,4.31,2.39,21.0,82.0,2.86,3.03,0.21,2.91,2.8,0.75,3.64,380.0,1,class_1,0.9784740793566485,-1.4455704988958265,1.481236974995943,3.7903350912632825,0.4998102584977631
12.07,2.16,2.17,21.0,85.0,2.6,2.65,0.37,1.35,2.76,0.86,3.28,378.0,1,class_1,-0.09680972631598485,-2.109997993135224,0.43482611561678636,1.0546952788758317,-0.31144442642564013
12.43,1.53,2.29,21.5,86.0,2.74,3.15,0.39,1.77,3.94,0.69,2.84,352.0,1,class_1,0.03848714594902552,-1.2667621091578838,0.6875779128728073,1.2728841836169398,-0.35305217989106974
11.79,2.13,2.78,28.5,92.0,2.13,2.24,0.58,1.76,3.0,0.97,2.44,466.0,1,class_1,-1.5971585012074705,-1.2081435741284863,3.3611755553864264,-0.21927755281702496,-0.6407634332225768
12.37,1.63,2.3,24.5,88.0,2.22,2.45,0.4,1.9,2.12,0.89,2.78,342.0,1,class_1,-0.4795649160831248,-1.9388406603940458,1.2965075188296684,0.6869762250808236,-0.06048521935120085
12.04,4.3,2.38,22.0,80.0,2.1,1.75,0.42,1.35,2.6,0.79,2.57,580.0,1,class_1,-1.7928334730311435,-1.1502881044421054,0.782800173182262,1.4787789658343165,-0.5042179729065089
12.86,1.35,2.32,18.0,122.0,1.51,1.25,0.21,0.94,4.1,0.76,1.29,630.0,2,class_2,-1.3271016561416014,0.170389232049029,-1.180013355309483,-1.50170980567447,2.305290326188173
12.88,2.99,2.4,20.0,104.0,1.3,1.22,0.24,0.83,5.4,0.74,1.42,530.0,2,class_2,-2.38450083474353,0.3745826055246934,-0.7238225948116618,-0.30819498345044916,1.3396319848374603
12.81,2.31,2.4,24.0,98.0,1.15,1.09,0.27,0.83,5.7,0.66,1.36,560.0,2,class_2,-2.936940102146613,0.2638618300683801,-0.16763981598372057,-0.4087734217917814,1.087806061439869
12.7,3.55,2.36,21.5,106.0,1.7,1.2,0.17,0.84,5.0,0.78,1.29,600.0,2,class_2,-2.1468111338160636,0.36825495188646074,-0.4533013014691855,0.04852756505452267,1.7266320466248097
12.51,1.24,2.25,17.5,85.0,2.0,0.58,0.6,1.25,5.45,0.75,1.51,650.0,2,class_2,-2.369869488333041,-0.4596348092311659,-1.1013997885920577,-0.8567773352940282,-1.0670065395140111
12.6,2.46,2.2,18.5,94.0,1.62,0.66,0.63,0.94,7.1,0.73,1.58,695.0,2,class_2,-3.063841568720354,0.3534128354584022,-1.0991241041153403,-0.7403981320869406,-0.7377080340420369
12.25,4.72,2.54,21.0,89.0,1.38,0.47,0.53,0.8,3.85,0.75,1.27,720.0,2,class_2,-3.915753783711889,0.15458251944173085,0.22182779984104659,-0.009068327453003747,-0.36272873638392006
12.53,5.51,2.64,25.0,96.0,1.79,0.6,0.63,1.1,5.0,0.82,1.69,515.0,2,class_2,-3.9364633907159625,0.6596872334097797,1.7122154192145345,0.5454838007805735,-0.5373248151605972
13.49,3.59,2.19,19.5,88.0,1.62,0.48,0.58,0.88,5.7,0.81,1.82,580.0,2,class_2,-3.0942761177622757,0.3488427592737956,-1.0268314134224517,-0.07134920796520763,-1.059349857094948
12.84,2.96,2.61,24.0,101.0,2.32,0.6,0.53,0.81,4.92,0.89,2.15,590.0,2,class_2,-2.374471628006922,0.29198035155999263,1.2419143328305629,-0.7488055395994877,-0.41557911281372645
12.93,2.81,2.7,21.0,96.0,1.54,0.5,0.53,0.75,4.6,0.77,2.31,600.0,2,class_2,-2.7788129476325127,0.2868048728821734,0.6096701239723721,-0.8793468858520326,-0.5544239360926243
13.36,2.56,2.35,20.0,89.0,1.4,0.5,0.37,0.64,5.6,0.7,2.47,780.0,2,class_2,-2.2865612847384695,0.37250784468529824,-0.9716430323608547,-0.37143773595736596,-0.33809236820758276
13.52,3.17,2.72,23.5,97.0,1.55,0.52,0.5,0.55,4.35,0.89,2.06,520.0,2,class_2,-2.9856334874494657,0.48921790834701107,0.9469529317999699,-1.0362255856749134,-0.585146742999034
13.62,4.95,2.35,20.0,92.0,2.0,0.8,0.47,1.02,4.4,0.91,2.05,550.0,2,class_2,-2.3751946982271086,0.48233371724487684,-0.2528839940533351,0.6711492638133789,-0.6280919050420661
12.25,3.88,2.2,18.5,112.0,1.38,0.78,0.29,1.14,8.21,0.65,2.0,855.0,2,class_2,-2.209865525595872,1.1600525041576415,-1.2451252259210637,0.3188381881276956,1.688693398107323
13.16,3.57,2.15,21.0,102.0,1.5,0.55,0.43,1.3,4.0,0.6,1.68,830.0,2,class_2,-2.625621004692721,0.5631607642108342,-0.8559610818033768,0.27568402610016696,0.6511122082281523
13.88,5.04,2.23,20.0,80.0,0.98,0.34,0.4,0.68,4.9,0.58,1.33,415.0,2,class_2,-4.2806387787510864,0.6496709640237055,-1.458196961638569,1.128164302438607,-0.359554250027468
12.87,4.61,2.48,21.5,86.0,1.7,0.65,0.47,0.86,7.65,0.54,1.86,625.0,2,class_2,-3.5826413720011043,1.2727027497272987,-0.11078403762472895,1.049909044562014,-0.5235518995888951
13.32,3.24,2.38,21.5,92.0,1.93,0.76,0.45,1.25,8.42,0.55,1.62,650.0,2,class_2,-2.8070637200816586,1.5705337870411955,-0.47252793457208714,0.6273584503465349,-0.2601729969289211
13.08,3.9,2.36,21.5,113.0,1.41,1.39,0.34,1.14,9.4,0.57,1.33,550.0,2,class_2,-2.8996593330239118,2.0410570079384627,-0.4959598102350926,0.47115561543885237,1.4388772090990618
13.5,3.12,2.62,24.0,123.0,1.4,1.57,0.22,1.25,8.6,0.59,1.3,500.0,2,class_2,-2.3207369765492043,2.3563660755566724,0.4376817436187642,-0.052259775540503275,2.2344271940530813
12.79,2.67,2.48,22.0,112.0,1.48,1.36,0.24,1.26,10.8,0.48,1.47,480.0,2,class_2,-2.5498309472261362,2.0452830910195217,-0.3122679986509295,0.3869716822307278,1.8475226161978904
13.11,1.9,2.75,25.5,116.0,2.2,1.28,0.26,1.56,7.1,0.61,1.33,425.0,2,class_2,-1.812541284842298,1.5276459462687497,1.362589781587873,-0.18939590603489495,1.7493871973183583
13.23,3.3,2.28,18.5,98.0,1.8,0.83,0.61,1.87,10.52,0.56,1.51,675.0,2,class_2,-2.7601446419239504,2.13893234764261,-0.9646286882006792,0.6683861119277931,-0.47704169257433854
12.58,1.29,2.1,20.0,103.0,1.48,0.58,0.53,1.4,7.6,0.58,1.55,640.0,2,class_2,-2.7371505006679904,0.4098862708817905,-1.190404683966984,-0.6630452043229474,0.45903677670238846
13.17,5.19,2.32,22.0,93.0,1.74,0.63,0.61,1.55,7.9,0.6,1.48,725.0,2,class_2,-3.604868868183425,1.8023842175839642,-0.09403686133597376,1.2688404735137249,-0.6094653319307258
13.84,4.12,2.38,19.5,89.0,1.8,0.83,0.48,1.56,9.01,0.57,1.64,480.0,2,class_2,-2.8898259968735065,1.9252186131303408,-0.7823225555084486,1.3247254007768865,-0.5712429547605499
12.45,3.03,2.64,27.0,97.0,1.9,0.58,0.63,1.14,7.5,0.67,1.73,880.0,2,class_2,-3.392156076835721,1.3118763884735927,1.6020259689000207,-0.48284214412978765,-0.670871384463432
14.34,1.68,2.7,25.0,98.0,2.8,1.31,0.53,2.7,13.0,0.57,1.96,660.0,2,class_2,-1.0481818968536785,3.515089691219727,1.1600385659132275,0.9353293944209101,-0.8994485346148527
13.48,1.67,2.64,22.5,89.0,2.6,1.1,0.52,2.29,11.75,0.57,1.78,620.0,2,class_2,-1.6099122828479355,2.406638159574325,0.5485596972407096,0.7543096839806985,-0.9952068461741674
12.36,3.83,2.38,21.0,88.0,2.3,0.92,0.5,1.04,7.65,0.56,1.58,520.0,2,class_2,-3.1431309667439744,0.7381610441757955,-0.09099872392222472,0.9806478454856681,-0.4098135188778038
13.69,3.26,2.54,20.0,107.0,1.83,0.56,0.5,0.8,5.88,0.96,1.82,680.0,2,class_2,-2.2401568962695433,1.1754652881188634,-0.10137693249612098,-1.1652787163314828,-0.2644492921931573
12.85,3.27,2.58,22.0,106.0,1.65,0.6,0.6,0.96,5.58,0.87,2.11,570.0,2,class_2,-2.8476737761195197,0.5560439658826724,0.8042152181010287,-0.897888066259541,-0.2548013167243887
12.96,3.45,2.35,18.5,106.0,1.39,0.7,0.4,0.94,5.28,0.68,1.75,675.0,2,class_2,-2.597497056648764,0.6979655372009189,-0.8849395211306322,-0.2742287476825366,0.772235497188655
13.78,2.76,2.3,22.0,90.0,1.35,0.68,0.41,1.03,9.58,0.7,1.68,615.0,2,class_2,-2.9492993731348447,1.555308964283982,-0.9834007272249414,0.015480346925873162,-0.3640821104849845
13.73,4.36,2.26,22.5,88.0,1.28,0.47,0.52,1.15,6.62,0.78,1.75,520.0,2,class_2,-3.530032266349312,0.8825267962042351,-0.4660291277785409,0.5807896245708627,-0.6689597199930875
13.45,3.7,2.6,23.0,111.0,1.7,0.92,0.43,1.46,10.68,0.85,1.56,695.0,2,class_2,-2.4061105404785526,2.592356175042394,0.4282262107995788,-0.18433509160571013,0.44766112377073064
12.82,3.37,2.3,19.5,88.0,1.48,0.66,0.4,0.97,10.26,0.72,1.75,685.0,2,class_2,-2.9290847269674556,1.2744469479044804,-1.2133582715051492,0.29531604694656316,-0.2673499275876943
13.58,2.58,2.69,24.5,105.0,1.55,0.84,0.39,1.54,8.66,0.74,1.8,750.0,2,class_2,-2.18141277881262,2.077537312734513,0.7637825515581201,-0.3895933218994557,0.3598736020403035
13.4,4.6,2.86,25.0,112.0,1.98,0.96,0.27,1.11,8.5,0.67,1.92,630.0,2,class_2,-2.380927787135639,2.5886674324185868,1.418044029496814,0.5885019355198899,1.1279968090043708
12.2,3.03,2.32,19.0,96.0,1.25,0.49,0.4,0.73,5.5,0.66,1.83,510.0,2,class_2,-3.211617215041247,-0.2512491044255918,-0.847129152128501,-0.21706535466547447,0.6090952147103325
12.77,2.39,2.28,19.5,86.0,1.39,0.51,0.48,0.64,9.899999,0.57,1.63,470.0,2,class_2,-3.6779187209738167,0.847747844149762,-1.3394202310855172,-0.12517586515271442,-0.48611193269185127
14.16,2.51,2.48,20.0,91.0,1.68,0.7,0.44,1.24,9.7,0.62,1.71,660.0,2,class_2,-2.4655557980404494,2.193798303654092,-0.9187809604264903,0.018024995000052044,-0.7012095215705433
13.71,5.65,2.45,20.5,95.0,1.68,0.61,0.52,1.06,7.7,0.64,1.74,740.0,2,class_2,-3.3705241454428614,2.2162891398611335,-0.34256951241432415,1.0585268387311855,-0.5741638992346716
13.4,3.91,2.48,23.0,102.0,1.8,0.75,0.43,1.41,7.3,0.7,1.56,750.0,2,class_2,-2.6019558512247376,1.757229350979273,0.2075813549812512,0.3494964215465581,0.25506317773383763
13.27,4.28,2.26,20.0,120.0,1.59,0.69,0.43,1.35,10.2,0.59,1.56,835.0,2,class_2,-2.677839460864502,2.760899131674543,-0.9409418766769931,0.31203474626495165,1.2713550029612666
13.17,2.59,2.37,20.0,120.0,1.65,0.68,0.53,1.46,9.3,0.6,1.62,840.0,2,class_2,-2.38701709127972,2.2973466797128164,-0.5506961970110847,-0.6882845476085537,0.8139552190463932
14.13,4.1,2.74,24.5,96.0,2.05,0.76,0.56,1.35,9.2,0.61,1.6,560.0,2,class_2,-3.208758164198022,2.7689195660475714,1.0139136641131126,0.5969031860643201,-0.8951925879513961
14.23,1.71,2.43,15.6,127.0,2.8,3.06,0.28,2.29,5.64,1.04,3.92,1065.0,0,class_0,3.316750812214776,1.443462634318009,-0.165739044614417,-0.2156311875590908,0.6930428405893471
13.2,1.78,2.14,11.2,100.0,2.65,2.76,0.26,1.28,4.38,1.05,3.4,1050.0,0,class_0,2.209464916918847,-0.33339288708029907,-2.0264573738075358,-0.2913583181806719,-0.2576546345111326
13.16,2.36,2.67,18.6,101.0,2.8,3.24,0.3,2.81,5.68,1.03,3.17,1185.0,0,class_0,2.5167401466103825,1.0311512962743183,0.9828186702120616,0.7249023094447329,-0.25103311818405366
14.37,1.95,2.5,16.8,113.0,3.85,3.49,0.24,2.18,7.8,0.86,3.45,1480.0,0,class_0,3.757065609773205,2.7563719137107108,-0.1761918421994914,0.5679833077759007,-0.31184159119241345
13.24,2.59,2.87,21.0,118.0,2.8,2.69,0.39,1.82,4.32,1.04,2.93,735.0,0,class_0,1.0089084937957156,0.8698308214172035,2.026688219235409,-0.40976578835747335,0.29845750303764834
14.2,1.76,2.45,15.2,112.0,3.27,3.39,0.34,1.97,6.75,1.05,2.85,1450.0,0,class_0,3.0502539224180785,2.1224011146341906,-0.6293958270439105,-0.5156374945358485,-0.6320187337580421
14.39,1.87,2.45,14.6,96.0,2.5,2.52,0.3,1.98,5.25,1.02,3.58,1290.0,0,class_0,2.449089669596229,1.1748501316494744,-0.9770948907141966,-0.06583050459018808,-1.0277619090259953
14.06,2.15,2.61,17.6,121.0,2.6,2.51,0.31,1.25,5.05,1.06,3.58,1295.0,0,class_0,2.059436871437913,1.608963068363506,0.14628188306156037,-1.19260801029221,0.07690349381000934
14.83,1.64,2.17,14.0,97.0,2.8,2.98,0.29,1.98,5.2,1.08,2.85,1045.0,0,class_0,2.510874297398987,0.9180709573337781,-1.7709690272289422,0.05627036123001269,-0.8922569767206769
13.86,1.35,2.27,16.0,98.0,2.98,3.15,0.22,1.85,7.22,1.01,3.55,1045.0,0,class_0,2.7536281876339084,0.7894376738336071,-0.9842474895182365,0.34938156831162975,-0.46855307554089515
14.1,2.16,2.3,18.0,105.0,2.95,3.32,0.22,2.38,5.75,1.25,3.17,1510.0,0,class_0,3.4797366827312097,1.3023332371235945,-0.422735216580846,0.026841759973584307,-0.3383747782271918
14.12,1.48,2.32,16.8,95.0,2.2,2.43,0.26,1.57,5.0,1.17,2.82,1280.0,0,class_0,1.7547529012945877,0.611977228745632,-1.190878319630174,-0.8901643378997592,-0.7385726590676331
13.75,1.73,2.41,16.0,89.0,2.6,2.76,0.29,1.81,5.6,1.15,2.9,1320.0,0,class_0,2.1134623403150945,0.6757063391426185,-0.8650864256166546,-0.3564380100097003,-1.2099287234323308
14.75,1.73,2.39,11.4,91.0,3.1,3.69,0.43,2.81,5.4,1.25,2.73,1150.0,0,class_0,3.4581568193367205,1.1306298761729383,-1.2042763525381899,0.1624580628591313,-2.023126808020387
14.38,1.87,2.38,12.0,102.0,3.3,3.64,0.29,2.96,7.5,1.2,3.0,1547.0,0,class_0,4.31278390676556,2.0959755753412614,-1.2639127523579983,0.30577318970434764,-1.0296926129271013
13.63,1.81,2.7,17.2,112.0,2.85,2.91,0.3,1.46,7.3,1.28,2.88,1310.0,0,class_0,2.3051882008279714,1.6625517299890544,0.21790261559595933,-1.440590027328109,-0.46955010360287486
14.3,1.92,2.72,20.0,120.0,2.8,3.14,0.33,1.97,6.2,1.07,2.65,1280.0,0,class_0,2.1719552737415118,2.327305336191418,0.83172986598601,-0.9126012748605066,-0.00011494041364850418
13.83,1.57,2.62,20.0,115.0,2.95,3.4,0.4,1.72,6.6,1.13,2.57,1130.0,0,class_0,1.8989711765627604,1.631368878642837,0.7949137923810714,-1.0823803881739023,-0.4387052138440931
14.19,1.59,2.48,16.5,108.0,3.3,3.93,0.32,1.86,8.7,1.23,2.82,1680.0,0,class_0,3.541985081943467,2.5183436693066445,-0.48545850766629123,-0.9103228070334994,-1.1530793383251665
13.64,3.1,2.56,15.2,116.0,2.7,3.03,0.17,1.66,5.1,0.96,3.36,845.0,0,class_0,2.084522204730312,1.0611379935838599,-0.16474667849947355,0.48499741925280754,0.8825113543962525
14.06,1.63,2.28,16.0,126.0,3.0,3.17,0.24,2.1,5.65,1.09,3.71,780.0,0,class_0,3.1244025351672,0.7868971056508959,-0.3648870829888447,-0.02556169061541594,0.972413602265112
12.93,3.8,2.65,18.6,102.0,2.41,2.41,0.25,1.98,4.5,1.03,3.52,770.0,0,class_0,1.0865700683322401,0.2417435513328389,0.9369615996106442,1.0299098409855723,0.31597169520809565
13.71,1.86,2.36,16.6,101.0,2.61,2.88,0.27,1.69,3.8,1.11,4.0,1035.0,0,class_0,2.5352240799037142,-0.09184062072087991,-0.3119326593479701,-0.04839123553408203,-0.42958155807989223
12.85,1.6,2.52,17.8,95.0,2.48,2.37,0.26,1.46,3.93,1.09,3.63,1015.0,0,class_0,1.6449883412544697,-0.516278930067235,0.14388509467079486,-0.41372002444082023,-0.3757199647596006
13.5,1.81,2.61,20.0,96.0,2.53,2.61,0.28,1.66,3.52,1.12,3.82,845.0,0,class_0,1.7615758722693007,-0.317148932684381,0.8902856474056883,-0.11511561127372033,-0.5566684221133116
13.05,2.05,3.22,25.0,124.0,2.63,2.68,0.47,1.92,3.58,1.13,3.2,830.0,0,class_0,0.9900791016088566,0.9406673381906322,3.8209080081948397,-1.3215611983994229,0.1590047086428318
13.39,1.77,2.62,16.1,93.0,2.85,2.94,0.34,1.45,4.8,0.92,3.22,1195.0,0,class_0,1.7752776281133682,0.6861751342850231,-0.08670040648876347,-0.23290678013650978,-1.1429426877872113
13.3,1.72,2.14,17.0,94.0,2.4,2.19,0.27,1.35,3.95,1.02,2.77,1285.0,0,class_0,1.235423964309905,-0.08980704136063934,-1.3868965448964363,-0.49568272032054145,-0.3759413985286907
13.87,1.9,2.8,19.4,107.0,2.95,2.97,0.37,1.76,4.5,1.25,3.4,915.0,0,class_0,2.188406334451961,0.6895696206616233,1.3945668808503597,-0.7774918110895706,-0.8105840689014888
14.02,1.68,2.21,16.0,96.0,2.65,2.33,0.26,1.98,4.7,1.04,3.59,1035.0,0,class_0,2.256108981283707,0.191461936886666,-1.092657257508294,0.28615229925340446,-0.4830732567407482
13.73,1.5,2.7,22.5,101.0,3.0,3.25,0.29,2.38,5.7,1.19,2.71,1285.0,0,class_0,2.500220025789425,1.240833834896942,1.3860178547156794,-0.3668652201910972,-0.622332864118647
13.58,1.66,2.36,19.1,106.0,2.86,3.19,0.22,1.95,6.9,1.09,2.88,1515.0,0,class_0,2.677411047444014,1.4718736461032482,-0.33226172837509266,-0.34935387541487317,-0.08659432884921173
13.68,1.83,2.36,17.2,104.0,2.42,2.69,0.42,1.97,3.84,1.23,2.87,990.0,0,class_0,1.628579116430918,0.05270445057532401,-0.1671287062453332,-0.74931424567222,-0.6360627488393453
13.76,1.53,2.7,19.5,132.0,2.95,2.74,0.5,1.35,5.4,1.25,3.0,1235.0,0,class_0,1.9026908622381469,1.633060434769982,1.1720821191753477,-2.3404290386722,-0.1868140519431712
13.51,1.8,2.65,19.0,110.0,2.35,2.53,0.29,1.54,4.2,1.1,2.87,1095.0,0,class_0,1.410388526595406,0.6979343246113563,0.479743025168663,-1.0600862162177838,0.09916074438965149
13.48,1.81,2.41,20.5,100.0,2.7,2.98,0.26,1.86,5.1,1.04,3.47,920.0,0,class_0,1.9038262321944863,0.1767109510954563,0.45083504003720815,0.28411355233534125,-0.16294944526064611
13.28,1.64,2.84,15.5,110.0,2.6,2.68,0.34,1.36,4.6,1.09,2.78,880.0,0,class_0,1.3848622303748388,0.6586398536611483,0.4584385808520638,-1.2846581514469115,-0.20501159047376402
13.05,1.65,2.55,18.0,98.0,2.45,2.43,0.29,1.44,4.25,1.12,2.51,1105.0,0,class_0,1.12220741044131,0.11410976029688785,-0.03910727668974847,-0.9564012232757317,-0.34221123506762907
13.07,1.5,2.1,15.5,98.0,2.4,2.64,0.28,1.37,3.7,1.18,2.69,1020.0,0,class_0,1.5021945006181912,-0.7694320064310072,-1.4261773458904612,-0.7575080925372696,-0.16584413489731675
